"","CP","nsplit","rel.error","xerror","xstd"
"1",0.109177215189873,0,1,1,0.0122519635939533
"2",0.0411392405063291,1,0.890822784810127,0.899129746835443,0.0125391758309636
"3",0.00791139240506329,2,0.849683544303797,0.857594936708861,0.0125980551479806
"4",0.00543908227848101,3,0.841772151898734,0.86629746835443,0.0125885272605963
"5",0.0053,7,0.82001582278481,0.87381329113924,0.0125791036037663
